uid,topic,level,objective
920,Parler de tâches,B1,
921,Parler de tâches,B1,
922,Parler de tâches,B1,
923,Parler de tâches,B1,
924,Parler de tâches,B1,
925,Parler de tâches,B1,
926,Parler de tâches,B1,
927,Parler de tâches,B1,
928,Démentir des stéréotypes,B1,
929,Reconnaître des erreurs,B1,
930,Reconnaître des erreurs,B1,
931,Reconnaître des erreurs,B1,
932,Reconnaître des erreurs,B1,
933,Reconnaître des erreurs,B1,
934,Reconnaître des erreurs,B1,
935,Reconnaître des erreurs,B1,
936,Reconnaître des erreurs,B1,
937,Parler d'études,B1,
938,Se souvenir du passé,B1,
939,Se souvenir du passé,B1,
940,Se souvenir du passé,B1,
941,Se souvenir du passé,B1,
942,Se souvenir du passé,B1,
943,Se souvenir du passé,B1,
944,Bavarder au travail,B1,
945,Bavarder au travail,B1,
946,Bavarder au travail,B1,
947,Bavarder au travail,B1,
948,Bavarder au travail,B1,
949,Bavarder au travail,B1,
950,Bavarder au travail,B1,
951,Décrire des symptômes,B1,
952,Décrire des symptômes,B1,
953,Parler de rénovations,B1,
954,Rumorer,B1,
955,Rumorer,B1,
956,Rumorer,B1,
957,Rumorer,B1,
958,Rumorer,B1,
959,Rumorer,B1,
960,Rumorer,B1,
961,Rumorer,B1,
962,Rumorer,B1,
963,Rumorer,B1,
964,Rumorer,B1,
965,Rumorer,B1,
966,Rumorer,B1,
967,Rumorer,B1,
968,Rumorer,B1,
969,Rumorer,B1,
970,Déposer une plainte,B1,
971,Parler de cause et effet,B1,
972,Parler de la télévision,B1,
973,Discuter des événements actuels,B1,
974,Consoler quelqu'un,B1,
975,Maintenir une conversation,B1,
976,Négocier au travail,B1,
977,Négocier au travail,B1,
978,Négocier au travail,B1,
979,Négocier au travail,B1,
980,Négocier au travail,B1,
981,Négocier au travail,B1,
982,Négocier au travail,B1,
983,Accuser quelqu'un,B1,
984,Donner des explications,B1,
985,Négocier des prix,B1,
986,Comprendre les actualités locales,B1,
987,Parler de l'histoire de la musique,B1,
988,Exprimer le désaccord,B1,
989,Exprimer le désaccord,B1,
990,Présenter un contre-argument,B1,
991,Exprimer la frustration,B1,
992,Exprimer la frustration,B1,
993,Exprimer la frustration,B1,
994,Exprimer la frustration,B1,
995,Décrire un déménagement en ville,B1,
996,Décrire un déménagement en ville,B1,
997,Voyager dans un parc à thème,B1,
998,Voyager dans un parc à thème,B1,
999,Négocier les tâches ménagères,B1,
1000,Négocier les tâches ménagères,B1,
1001,Négocier les tâches ménagères,B1,
1002,Exprimer la certitude ou l'incertitude,B1,
1003,Exprimer la certitude ou l'incertitude,B1,
1004,Exprimer la certitude ou l'incertitude,B1,
1005,Exprimer des vœux heureux,B1,
1006,Exprimer des vœux heureux,B1,
1007,Utiliser le futur perfect continuous,B1,
1008,Faire des plans pour une soirée de vendredi,B1,
1009,Répondre à un ordre ou une demande,B1,
1010,Refuser poliment une offre,B1,
1011,Commander dans un café,B2,
1012,Commander dans un café,B2,
1013,Commander dans un café,B2,
1014,Saluer et se présenter,B2,
1015,Décrire une journée ordinaire,B2,
1016,Décrire une journée ordinaire,B2,
1017,Saluer et dire au revoir,B2,
1018,Exprimer des humeurs,B2,
1019,Demander et dire l'heure,B2,
1020,Décrire sa famille,B2,
1021,Décrire sa famille,B2,
1022,Décrire la météo,B2,
1023,Décrire la météo,B2,
1024,Décrire la météo,B2,
1025,Décrire la météo,B2,
1026,Décrire la météo,B2,
1027,Décrire la météo,B2,
1028,Décrire une ville,B2,
1029,Décrire une ville,B2,
1030,Commander dans un restaurant,B2,
1031,Commander dans un restaurant,B2,
1032,Décrire des personnes,B2,
1033,Décrire sa maison,B2,
1034,Décrire sa maison,B2,
1035,Décrire sa maison,B2,
1036,Parler de projets,B2,
1037,Parler de projets,B2,
1038,Donner des descriptions,B2,
1039,Donner des descriptions,B2,
1040,Demander des informations,B2,
1041,Bavarder à l'école,B2,
1042,Faire des comparaisons,B2,
1043,Faire des comparaisons,B2,
1044,Faire des comparaisons,B2,
1045,Parler de l'avenir,B2,
1046,Parler de l'avenir,B2,
1047,Exprimer son opinion,B2,
1048,Exprimer son opinion,B2,
1049,Parler de son travail,B2,
1050,Bavarder avec les autres,B2,
1051,Parler de la nature,B2,
1052,Parler de sujets de santé,B2,
1053,Parler de sujets de santé,B2,
1054,Parler de temps libre,B2,
1055,Parler de temps libre,B2,
1056,Mentionner ce qu'on a pour le petit-déjeuner,B2,
1057,Mentionner ce qu'on a pour le petit-déjeuner,B2,
1058,Décrire des meubles,B2,
1059,Décrire des meubles,B2,
1060,Indiquer des quantités,B2,
1061,Parler d'accidents,B2,
1062,Donner des conseils,B2,
1063,Donner des conseils,B2,
1064,Donner des conseils,B2,
1065,Acheter des vêtements,B2,
1066,Acheter des vêtements,B2,
1067,Parler de professions,B2,
1068,Parler de professions,B2,
1069,Parler de sa santé,B2,
1070,Parler de sa santé,B2,
1071,Participer en classe,B2,
1072,Participer en classe,B2,
1073,Participer en classe,B2,
1074,Participer en classe,B2,
1075,Acquérir de nouveaux vêtements,B2,
1076,Parler de lieux,B2,
1077,Parler de lieux,B2,
1078,Parler de lieux,B2,
1079,Parler de lieux,B2,
1080,Interagir socialement,B2,
1081,Interagir socialement,B2,
1082,Interagir socialement,B2,
1083,Interagir socialement,B2,
1084,Interagir socialement,B2,
1085,Interagir socialement,B2,
1086,Décrire des maladies,B2,
1087,Décrire des maladies,B2,
1088,Chercher un logement,B2,
1089,Chercher un logement,B2,
1090,Parler des tâches scolaires,B2,
1091,Analyser des professions,B2,
1092,Décrire un mariage,B2,
1093,Décrire un mariage,B2,
1094,Parler de souvenirs,B2,
1095,Donner son opinion sur les vêtements,B2,
1096,Décrire un voyage,B2,
1097,Parler d'animaux,B2,
1098,Parler de la romance,B2,
1099,Assister à un entretien,B2,
1100,Assister à un entretien,B2,
1101,Assister à un entretien,B2,
1102,Assister à un entretien,B2,
1103,Assister à un entretien,B2,
1104,Raconter un rêve,B2,
1105,Raconter un rêve,B2,
1106,Décrire des costumes,B2,
1107,Raconter un voyage,B2,
1108,Raconter un voyage,B2,
1109,Raconter une aventure,B2,
1110,Raconter une aventure,B2,
1111,Décrire un déménagement,B2,
1112,Exprimer la surprise,B2,
1113,Exprimer la surprise,B2,
1114,Exprimer la surprise,B2,
1115,Parler de la technologie,B2,
1116,Parler du cinéma,B2,
1117,Parler d'un tournoi,B2,
1118,Établir des contacts,B2,
1119,Décrire la géographie,B2,
1120,Parler de crimes,B2,
1121,Parler de loisirs,B2,
1122,Parler de loisirs,B2,
1123,Parler de loisirs,B2,
1124,Parler de loisirs,B2,
1125,Parler de loisirs,B2,
1126,Faire du shopping,B2,
1127,Faire du shopping,B2,
1128,Faire du shopping,B2,
1129,Raconter des anecdotes,B2,
1130,Exprimer la gratitude,B2,
1131,Exprimer la gratitude,B2,
1132,Parler d'intérêts,B2,
1133,Parler d'intérêts,B2,
1134,Engager une conversation,B2,
1135,Partager des anecdotes,B2,
1136,Raconter son dernier voyage,B2,
1137,Raconter son dernier voyage,B2,
1138,Raconter son dernier voyage,B2,
1139,Rencontrer des amis,B2,
1140,Rencontrer des amis,B2,
1141,Rencontrer des amis,B2,
1142,Parler de ses parents,B2,
1143,Faire une réclamation,B2,
1144,Donner des suggestions,B2,
1145,Donner des suggestions,B2,
1146,Donner des suggestions,B2,
1147,Donner des suggestions,B2,
1148,Donner des suggestions,B2,
1149,S'excuser,B2,
1150,S'excuser,B2,
1151,S'excuser,B2,
1152,S'excuser,B2,
1153,S'excuser,B2,
1154,Emmener sa voiture au garage,B2,
1155,Emmener sa voiture au garage,B2,
1156,Donner son opinion sur la nourriture,B2,
1157,Consulter son médecin,B2,
1158,Parler de sa vie scolaire,B2,
1159,Parler de sa vie scolaire,B2,
1160,Planifier une fête,B2,
1161,Parler du trafic,B2,
1162,Parler du trafic,B2,
1163,Parler du trafic,B2,
1164,Parler du trafic,B2,
1165,Parler du trafic,B2,
1166,Parler du trafic,B2,
1167,Parler du trafic,B2,
1168,Parler du trafic,B2,
1169,Parler du trafic,B2,
1170,Parler du trafic,B2,
1171,Décrire la nature,B2,
1172,Décrire la nature,B2,
1173,Parler du monde du travail,B2,
1174,Décrire des lieux,B2,
1175,Décrire des lieux,B2,
1176,Décrire des lieux,B2,
1177,Parler de célébrités,B2,
1178,Parler de célébrités,B2,
1179,Parler de célébrités,B2,
1180,Parler de nourriture,B2,
1181,Parler de nourriture,B2,
1182,Rendre un article,B2,
1183,Faire une annonce,B2,
1184,Faire une annonce,B2,
1185,Faire une annonce,B2,
1186,Faire une annonce,B2,
1187,Décrire son domicile,B2,
1188,Exprimer la peur,B2,
1189,Exprimer la peur,B2,
1190,Exprimer la peur,B2,
1191,Exprimer la peur,B2,
1192,Exprimer la peur,B2,
1193,Exprimer la peur,B2,
1194,Exprimer la peur,B2,
1195,Exprimer la peur,B2,
1196,Utiliser Internet,B2,
1197,Utiliser Internet,B2,
1198,Parler d'art,B2,
1199,Parler d'art,B2,
1200,Parler d'art,B2,
1201,Parler d'art,B2,
1202,Décrire des traditions,B2,
1203,Dîner dans un restaurant,B2,
1204,Parler de l'environnement,B2,
1205,Comparer des offres,B2,
1206,Comparer des offres,B2,
1207,Collaborer au bureau,B2,
1208,Collaborer au bureau,B2,
1209,Parler des nouvelles,B2,
1210,Exprimer des souhaits,B2,
1211,Donner et demander la permission,B2,
1212,Entreprendre des projets,B2,
1213,Planifier un voyage,B2,
1214,Parler de la politique,B2,
1215,Parler de la politique,B2,
1216,Prédire la météo,B2,
1217,Prédire la météo,B2,
1218,Prédire la météo,B2,
1219,Prédire la météo,B2,
1220,Prédire la météo,B2,
1221,Avertir des risques,B2,
1222,Avertir des risques,B2,
1223,Parler de tâches,B2,
1224,Parler de tâches,B2,
1225,Parler de tâches,B2,
1226,Parler de tâches,B2,
1227,Parler de tâches,B2,
1228,Parler de tâches,B2,
1229,Démentir des stéréotypes,B2,
1230,Reconnaître des erreurs,B2,
1231,Reconnaître des erreurs,B2,
1232,Reconnaître des erreurs,B2,
1233,Reconnaître des erreurs,B2,
1234,Reconnaître des erreurs,B2,
1235,Parler d'études,B2,
1236,Se souvenir du passé,B2,
1237,Se souvenir du passé,B2,
1238,Bavarder au travail,B2,
1239,Bavarder au travail,B2,
1240,Bavarder au travail,B2,
1241,Décrire des symptômes,B2,
1242,Rumorer,B2,
1243,Rumorer,B2,
1244,Rumorer,B2,
1245,Rumorer,B2,
1246,Rumorer,B2,
1247,Rumorer,B2,
1248,Rumorer,B2,
1249,Rumorer,B2,
1250,Rumorer,B2,
1251,Rumorer,B2,
1252,Déposer une plainte,B2,
1253,Parler de cause et effet,B2,
1254,Consoler quelqu'un,B2,
1255,Consoler quelqu'un,B2,
1256,Négocier au travail,B2,
1257,Négocier au travail,B2,
1258,Négocier au travail,B2,
1259,Négocier au travail,B2,
1260,Négocier au travail,B2,
1261,Négocier au travail,B2,
1262,Donner des explications,B2,
1263,Négocier des prix,B2,
1264,Comprendre les actualités locales,B2,
1265,Exprimer le désaccord,B2,
1266,Exprimer le désaccord,B2,
1267,Exprimer la frustration,B2,
1268,Exprimer la frustration,B2,
1269,Exprimer la frustration,B2,
1270,Exprimer la frustration,B2,
1271,Décrire un déménagement en ville,B2,
1272,Voyager dans un parc à thème,B2,
1273,Négocier les tâches ménagères,B2,
1274,Négocier les tâches ménagères,B2,
1275,Exprimer la certitude ou l'incertitude,B2,
1276,Exprimer la certitude ou l'incertitude,B2,
1277,Exprimer la certitude ou l'incertitude,B2,
1278,Confirmer des informations,B2,
1279,Exprimer des vœux heureux,B2,
1280,Refuser poliment une offre,C1,
1281,Commander dans un café,C1,
1282,Commander dans un café,C1,
1283,Commander dans un café,C1,
1284,Commander dans un café,C1,
1285,Commander dans un café,C1,
1286,Saluer et se présenter,C1,
1287,Décrire des vêtements,C1,
1288,Décrire une journée ordinaire,C1,
1289,Décrire une journée ordinaire,C1,
1290,Décrire une journée ordinaire,C1,
1291,Saluer et dire au revoir,C1,
1292,Saluer et dire au revoir,C1,
1293,Exprimer des humeurs,C1,
1294,Parler de voyages,C1,
1295,Demander des services,C1,
1296,Demander et dire l'heure,C1,
1297,Décrire sa famille,C1,
1298,Décrire sa famille,C1,
1299,Décrire sa famille,C1,
1300,Décrire sa famille,C1,
1301,Décrire sa famille,C1,
1302,Décrire la météo,C1,
1303,Décrire la météo,C1,
1304,Décrire la météo,C1,
1305,Décrire la météo,C1,
1306,Décrire la météo,C1,
1307,Décrire la météo,C1,
1308,Décrire la météo,C1,
1309,Décrire la météo,C1,
1310,Décrire la météo,C1,
1311,Décrire la météo,C1,
1312,Décrire la météo,C1,
1313,Décrire la météo,C1,
1314,Décrire la météo,C1,
1315,Décrire la météo,C1,
1316,Décrire une ville,C1,
1317,Décrire une ville,C1,
1318,Commander dans un restaurant,C1,
1319,Commander dans un restaurant,C1,
1320,Décrire des personnes,C1,
1321,Décrire sa maison,C1,
1322,Décrire sa maison,C1,
1323,Décrire sa maison,C1,
1324,Décrire sa maison,C1,
1325,Décrire sa maison,C1,
1326,Parler de projets,C1,
1327,Parler de projets,C1,
1328,Parler de projets,C1,
1329,Donner des descriptions,C1,
1330,Donner des descriptions,C1,
1331,Demander des directions,C1,
1332,Bavarder à l'école,C1,
1333,Bavarder à l'école,C1,
1334,Faire des comparaisons,C1,
1335,Faire des comparaisons,C1,
1336,Faire des comparaisons,C1,
1337,Faire des comparaisons,C1,
1338,Faire des comparaisons,C1,
1339,Parler de l'avenir,C1,
1340,Parler de l'avenir,C1,
1341,Exprimer son opinion,C1,
1342,Exprimer son opinion,C1,
1343,Parler de son travail,C1,
1344,Bavarder avec les autres,C1,
1345,Parler de festivals,C1,
1346,Parler de la nature,C1,
1347,Parler de la nature,C1,
1348,Parler de sujets de santé,C1,
1349,Parler de sujets de santé,C1,
1350,Décrire des objets,C1,
1351,Décrire des objets,C1,
1352,Parler de temps libre,C1,
1353,Parler de temps libre,C1,
1354,Parler de temps libre,C1,
1355,Mentionner ce qu'on a pour le petit-déjeuner,C1,
1356,Décrire des meubles,C1,
1357,Décrire des meubles,C1,
1358,Décrire des meubles,C1,
1359,Indiquer des quantités,C1,
1360,Indiquer des quantités,C1,
1361,Indiquer des quantités,C1,
1362,Parler d'accidents,C1,
1363,Parler d'accidents,C1,
1364,Donner des conseils,C1,
1365,Donner des conseils,C1,
1366,Donner des conseils,C1,
1367,Donner des conseils,C1,
1368,Donner des conseils,C1,
1369,Donner des conseils,C1,
1370,Acheter des vêtements,C1,
1371,Acheter des vêtements,C1,
1372,Parler de professions,C1,
1373,Parler de professions,C1,
1374,Parler de professions,C1,
1375,Parler de professions,C1,
1376,Parler de sa santé,C1,
1377,Parler de sa santé,C1,
1378,Parler de sa santé,C1,
1379,Participer en classe,C1,
1380,Participer en classe,C1,
1381,Participer en classe,C1,
1382,Participer en classe,C1,
1383,Participer en classe,C1,
1384,Participer en classe,C1,
1385,Participer en classe,C1,
1386,Participer en classe,C1,
1387,Participer en classe,C1,
1388,Acquérir de nouveaux vêtements,C1,
1389,Parler de lieux,C1,
1390,Parler de lieux,C1,
1391,Parler de lieux,C1,
1392,Parler de lieux,C1,
1393,Parler de lieux,C1,
1394,Interagir socialement,C1,
1395,Interagir socialement,C1,
1396,Interagir socialement,C1,
1397,Interagir socialement,C1,
1398,Interagir socialement,C1,
1399,Interagir socialement,C1,
1400,Interagir socialement,C1,
1401,Interagir socialement,C1,
1402,Interagir socialement,C1,
1403,Interagir socialement,C1,
1404,Interagir socialement,C1,
1405,Interagir socialement,C1,
1406,Interagir socialement,C1,
1407,Interagir socialement,C1,
1408,Décrire des maladies,C1,
1409,Décrire des maladies,C1,
1410,Chercher un logement,C1,
1411,Chercher un logement,C1,
1412,Chercher un logement,C1,
1413,Identifier des ingrédients,C1,
1414,Identifier des ingrédients,C1,
1415,Identifier des ingrédients,C1,
1416,Parler des tâches scolaires,C1,
1417,Analyser des professions,C1,
1418,Analyser des professions,C1,
1419,Analyser des professions,C1,
1420,Analyser des professions,C1,
1421,Décrire un mariage,C1,
1422,Décrire un mariage,C1,
1423,Décrire un mariage,C1,
1424,Parler de souvenirs,C1,
1425,Parler de souvenirs,C1,
1426,Décrire des relations,C1,
1427,Décrire un voyage,C1,
1428,Décrire un voyage,C1,
1429,Décrire un voyage,C1,
1430,Parler d'animaux,C1,
1431,Parler d'animaux,C1,
1432,Parler d'animaux,C1,
1433,Parler de la romance,C1,
1434,Parler de la romance,C1,
1435,Parler de la romance,C1,
1436,Assister à un entretien,C1,
1437,Assister à un entretien,C1,
1438,Assister à un entretien,C1,
1439,Assister à un entretien,C1,
1440,Assister à un entretien,C1,
1441,Assister à un entretien,C1,
1442,Assister à un entretien,C1,
1443,Assister à un entretien,C1,
1444,Participer à un débat,C1,
1445,Participer à un débat,C1,
1446,Participer à un débat,C1,
1447,Participer à un débat,C1,
1448,Raconter un rêve,C1,
1449,Raconter un rêve,C1,
1450,Raconter un rêve,C1,
1451,Raconter un rêve,C1,
1452,Raconter un voyage,C1,
1453,Raconter un voyage,C1,
1454,Raconter un voyage,C1,
1455,Raconter une aventure,C1,
1456,Raconter une aventure,C1,
1457,Raconter une aventure,C1,
1458,Raconter une aventure,C1,
1459,Parler de ses études,C1,
1460,Décrire un déménagement,C1,
1461,Décrire un déménagement,C1,
1462,Décrire un déménagement,C1,
1463,Décrire un déménagement,C1,
1464,Décrire un déménagement,C1,
1465,Décrire un déménagement,C1,
1466,Exprimer la surprise,C1,
1467,Exprimer la surprise,C1,
1468,Exprimer la surprise,C1,
1469,Exprimer la surprise,C1,
1470,Exprimer la surprise,C1,
1471,Exprimer la surprise,C1,
1472,Parler de la technologie,C1,
1473,Parler de la technologie,C1,
1474,Parler de la technologie,C1,
1475,Parler de la technologie,C1,
1476,Parler de la technologie,C1,
1477,Parler d'un tournoi,C1,
1478,Parler d'un tournoi,C1,
1479,Parler d'un tournoi,C1,
1480,Parler d'un tournoi,C1,
1481,Effectuer des transactions,C1,
1482,Établir des contacts,C1,
1483,Décrire la géographie,C1,
1484,Décrire la géographie,C1,
1485,Décrire la géographie,C1,
1486,Donner son opinion sur la musique,C1,
1487,Parler de crimes,C1,
1488,Parler de crimes,C1,
1489,Parler de crimes,C1,
1490,Parler de loisirs,C1,
1491,Parler de loisirs,C1,
1492,Parler de loisirs,C1,
1493,Parler de loisirs,C1,
1494,Parler de loisirs,C1,
1495,Parler de loisirs,C1,
1496,Parler de loisirs,C1,
1497,Faire du shopping,C1,
1498,Faire du shopping,C1,
1499,Raconter des anecdotes,C1,
1500,Exprimer la gratitude,C1,
1501,Exprimer la gratitude,C1,
1502,Exprimer la gratitude,C1,
1503,Exprimer la gratitude,C1,
1504,Exprimer la gratitude,C1,
1505,Parler d'intérêts,C1,
1506,Parler d'intérêts,C1,
1507,Parler d'intérêts,C1,
1508,Parler d'intérêts,C1,
1509,Engager une conversation,C1,
1510,Engager une conversation,C1,
1511,Partager des anecdotes,C1,
1512,Partager des anecdotes,C1,
1513,Raconter son dernier voyage,C1,
1514,Raconter son dernier voyage,C1,
1515,Raconter son dernier voyage,C1,
1516,Raconter son dernier voyage,C1,
1517,Rencontrer des amis,C1,
1518,Rencontrer des amis,C1,
1519,Rencontrer des amis,C1,
1520,Rencontrer des amis,C1,
1521,Rencontrer des amis,C1,
1522,Parler de ses parents,C1,
1523,Faire une réclamation,C1,
1524,Répéter des informations,C1,
1525,Répéter des informations,C1,
1526,Parler de la religion,C1,
1527,Parler de la religion,C1,
1528,Donner des suggestions,C1,
1529,Donner des suggestions,C1,
1530,Donner des suggestions,C1,
1531,Donner des suggestions,C1,
1532,Donner des suggestions,C1,
1533,Donner des suggestions,C1,
1534,Donner des suggestions,C1,
1535,Donner des suggestions,C1,
1536,Planifier un déménagement,C1,
1537,S'excuser,C1,
1538,S'excuser,C1,
1539,S'excuser,C1,
1540,S'excuser,C1,
1541,S'excuser,C1,
1542,S'excuser,C1,
1543,S'excuser,C1,
1544,Parler de ses objectifs,C1,
1545,Emmener sa voiture au garage,C1,
1546,Emmener sa voiture au garage,C1,
1547,Donner son opinion sur la nourriture,C1,
1548,Consulter son médecin,C1,
1549,Consulter son médecin,C1,
1550,Consulter son médecin,C1,
1551,Parler de sa vie scolaire,C1,
1552,Parler de sa vie scolaire,C1,
1553,Planifier une fête,C1,
1554,Planifier une fête,C1,
1555,Planifier une fête,C1,
1556,Planifier une fête,C1,
1557,Planifier une fête,C1,
1558,Parler du trafic,C1,
1559,Parler du trafic,C1,
1560,Parler du trafic,C1,
1561,Parler du trafic,C1,
1562,Parler du trafic,C1,
1563,Parler du trafic,C1,
1564,Parler du trafic,C1,
1565,Parler du trafic,C1,
1566,Parler du trafic,C1,
1567,Parler du trafic,C1,
1568,Parler du trafic,C1,
1569,Parler du trafic,C1,
1570,Parler du trafic,C1,
1571,Décrire la nature,C1,
1572,Décrire la nature,C1,
1573,Décrire la nature,C1,
1574,Décrire la nature,C1,
1575,Décrire la nature,C1,
1576,Décrire la nature,C1,
1577,Parler du monde du travail,C1,
1578,Décrire des lieux,C1,
1579,Décrire des lieux,C1,
1580,Décrire des lieux,C1,
1581,Parler de célébrités,C1,
1582,Parler de célébrités,C1,
1583,Parler de célébrités,C1,
1584,Parler de célébrités,C1,
1585,Parler de célébrités,C1,
1586,Parler de nourriture,C1,
1587,Parler de nourriture,C1,
1588,Parler de nourriture,C1,
1589,Parler de nourriture,C1,
1590,Rendre un article,C1,
1591,Faire une annonce,C1,
1592,Faire une annonce,C1,
1593,Faire une annonce,C1,
1594,Faire une annonce,C1,
1595,Faire une annonce,C1,
1596,Faire une annonce,C1,
1597,Faire une annonce,C1,
1598,Faire une annonce,C1,
1599,Décrire son domicile,C1,
1600,Décrire son domicile,C1,
1601,Décrire son domicile,C1,
1602,Décrire son domicile,C1,
1603,Décrire son domicile,C1,
1604,Parler de erreurs,C1,
1605,Exprimer la peur,C1,
1606,Exprimer la peur,C1,
1607,Exprimer la peur,C1,
1608,Exprimer la peur,C1,
1609,Exprimer la peur,C1,
1610,Exprimer la peur,C1,
1611,Exprimer la peur,C1,
1612,Exprimer la peur,C1,
1613,Exprimer la peur,C1,
1614,Exprimer la peur,C1,
1615,Exprimer la peur,C1,
1616,Exprimer la peur,C1,
1617,Exprimer la peur,C1,
1618,Utiliser Internet,C1,
1619,Utiliser Internet,C1,
1620,Utiliser Internet,C1,
1621,Utiliser Internet,C1,
1622,Parler d'art,C1,
1623,Parler d'art,C1,
1624,Parler d'art,C1,
1625,Parler d'art,C1,
1626,Parler d'art,C1,
1627,Parler d'art,C1,
1628,Parler d'art,C1,
1629,Parler d'art,C1,
1630,Décrire des traditions,C1,
1631,Dîner dans un restaurant,C1,
1632,Dîner dans un restaurant,C1,
1633,Parler de l'environnement,C1,
1634,Parler de l'environnement,C1,
1635,Parler de l'esthétique,C1,
1636,Comparer des offres,C1,
1637,Parler du bien-être,C1,
1638,Collaborer au bureau,C1,
1639,Collaborer au bureau,C1,
1640,Résoudre des problèmes,C1,
1641,Parler des nouvelles,C1,
1642,Exprimer des souhaits,C1,
1643,Exprimer des souhaits,C1,
1644,Exprimer des souhaits,C1,
1645,Exprimer des souhaits,C1,
1646,Exprimer des souhaits,C1,
1647,Donner et demander la permission,C1,
1648,Donner des conseils de santé,C1,
1649,Parler de déménagements,C1,
1650,Parler de déménagements,C1,
1651,Entreprendre des projets,C1,
1652,Parler du jardinage,C1,
1653,Planifier un voyage,C1,
1654,Planifier un voyage,C1,
1655,Planifier un voyage,C1,
1656,Parler de la politique,C1,
1657,Parler de la politique,C1,
1658,Prédire la météo,C1,
1659,Prédire la météo,C1,
1660,Prédire la météo,C1,
1661,Prédire la météo,C1,
1662,Prédire la météo,C1,
1663,Prédire la météo,C1,
1664,Prédire la météo,C1,
1665,Avertir des risques,C1,
1666,Parler de tâches,C1,
1667,Parler de tâches,C1,
1668,Parler de tâches,C1,
1669,Parler de tâches,C1,
1670,Parler de tâches,C1,
1671,Parler de tâches,C1,
1672,Parler de tâches,C1,
1673,Parler de tâches,C1,
1674,Démentir des stéréotypes,C1,
1675,Démentir des stéréotypes,C1,
1676,Démentir des stéréotypes,C1,
1677,Reconnaître des erreurs,C1,
1678,Reconnaître des erreurs,C1,
1679,Reconnaître des erreurs,C1,
1680,Reconnaître des erreurs,C1,
1681,Reconnaître des erreurs,C1,
1682,Reconnaître des erreurs,C1,
1683,Reconnaître des erreurs,C1,
1684,Reconnaître des erreurs,C1,
1685,Parler d'études,C1,
1686,Se souvenir du passé,C1,
1687,Se souvenir du passé,C1,
1688,Bavarder au travail,C1,
1689,Bavarder au travail,C1,
1690,Bavarder au travail,C1,
1691,Parler de l'étiquette,C1,
1692,Décrire des symptômes,C1,
1693,Parler de rénovations,C1,
1694,Parler d'objectifs,C1,
1695,Parler d'objectifs,C1,
1696,Rumorer,C1,
1697,Rumorer,C1,
1698,Rumorer,C1,
1699,Rumorer,C1,
1700,Rumorer,C1,
1701,Rumorer,C1,
1702,Rumorer,C1,
1703,Rumorer,C1,
1704,Rumorer,C1,
1705,Rumorer,C1,
1706,Rumorer,C1,
1707,Rumorer,C1,
1708,Rumorer,C1,
1709,Rumorer,C1,
1710,Rumorer,C1,
1711,Rumorer,C1,
1712,Déposer une plainte,C1,
1713,Déposer une plainte,C1,
1714,Déposer une plainte,C1,
1715,Parler de cause et effet,C1,
1716,Parler de la télévision,C1,
1717,Discuter des événements actuels,C1,
1718,Consoler quelqu'un,C1,
1719,Consoler quelqu'un,C1,
1720,Négocier au travail,C1,
1721,Négocier au travail,C1,
1722,Négocier au travail,C1,
1723,Négocier au travail,C1,
1724,Négocier au travail,C1,
1725,Négocier au travail,C1,
1726,Négocier au travail,C1,
1727,Négocier au travail,C1,
1728,Accuser quelqu'un,C1,
1729,Donner des explications,C1,
1730,Demander des choses poliment,C1,
1731,Négocier des prix,C1,
1732,Comprendre les actualités locales,C1,
1733,Parler de l'histoire de la musique,C1,
1734,Exprimer le désaccord,C1,
1735,Exprimer le désaccord,C1,
1736,Exprimer le désaccord,C1,
1737,Présenter un contre-argument,C1,
1738,Présenter un contre-argument,C1,
1739,Exprimer la frustration,C1,
1740,Exprimer la frustration,C1,
1741,Exprimer la frustration,C1,
1742,Exprimer la frustration,C1,
1743,Exprimer la frustration,C1,
1744,Exprimer la frustration,C1,
1745,Tirer des conclusions et des déductions,C1,
1746,Décrire un déménagement en ville,C1,
1747,Décrire un déménagement en ville,C1,
1748,Voyager dans un parc à thème,C1,
1749,Voyager dans un parc à thème,C1,
1750,Voyager dans un parc à thème,C1,
1751,Négocier les tâches ménagères,C1,
1752,Exprimer la certitude ou l'incertitude,C1,
1753,Exprimer la certitude ou l'incertitude,C1,
1754,Exprimer la certitude ou l'incertitude,C1,
1755,Exprimer la certitude ou l'incertitude,C1,
1756,Confirmer des informations,C1,
1757,Exprimer des vœux heureux,C1,
1758,Utiliser le futur perfect continuous,C1,
1759,Participer à une vente de garage,C1,
1760,Répondre à un ordre ou une demande,C1,
1761,Refuser poliment une offre,C1,
1762,Commander dans un café,C2,
1763,Commander dans un café,C2,
1764,Commander dans un café,C2,
1765,Saluer et se présenter,C2,
1766,Décrire une journée ordinaire,C2,
1767,Saluer et dire au revoir,C2,
1768,Demander des services,C2,
1769,Décrire sa famille,C2,
1770,Décrire sa famille,C2,
1771,Décrire sa famille,C2,
1772,Décrire la météo,C2,
1773,Décrire la météo,C2,
1774,Décrire la météo,C2,
1775,Décrire la météo,C2,
1776,Décrire la météo,C2,
1777,Décrire la météo,C2,
1778,Décrire la météo,C2,
1779,Décrire une ville,C2,
1780,Décrire une ville,C2,
1781,Commander dans un restaurant,C2,
1782,Commander dans un restaurant,C2,
1783,Décrire sa maison,C2,
